sourceid-year-oa,source_id,journal_name,parent_publisher,pub_year,oa_status,oecd_major,n_dois,apc_lower,apc_total
7972_2017_hybrid,7972,European Journal of Mechanics B-fluids,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
8440_2015_hybrid,8440,Finite Elements in Analysis and Design,Elsevier,2015,hybrid,NATURAL SCIENCES,0.5,2500,1250
9144_2015_hybrid,9144,Geotextiles and Geomembranes,Elsevier,2015,hybrid,NATURAL SCIENCES,0.5,2500,1250
11172_2017_hybrid,11172,International Biodeterioration & Biodegradation,Elsevier,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
14288_2015_hybrid,14288,Journal of Industrial and Engineering Chemistry,Elsevier,2015,hybrid,NATURAL SCIENCES,0.5,2500,1250
14614_2018_hybrid,14614,Journal of Medical Primatology,Wiley,2018,hybrid,NATURAL SCIENCES,0.5,2500,1250
17451_2017_hybrid,17451,Microwave and Optical Technology Letters,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
11172_2016_hybrid,11172,International Biodeterioration & Biodegradation,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
12093_2016_hybrid,12093,International Journal of RF and Microwave Computer-Aided Engineering,Wiley,2016,hybrid,NATURAL SCIENCES,0.5,2500,1250
14288_2018_hybrid,14288,Journal of Industrial and Engineering Chemistry,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
15416_2017_hybrid,15416,Journal of Supercritical Fluids,Elsevier,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
15457_2017_hybrid,15457,Journal of Texture Studies,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
17451_2016_hybrid,17451,Microwave and Optical Technology Letters,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
2097_2016_hybrid,2097,Applied Ocean Research,Elsevier,2016,hybrid,NATURAL SCIENCES,0.5,2500,1250
4071_2016_hybrid,4071,Calphad-computer Coupling of Phase Diagrams and Thermochemistry,Elsevier,2016,hybrid,NATURAL SCIENCES,0.5,2500,1250
4781_2017_hybrid,4781,Chirality,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
5581_2017_hybrid,5581,Concepts in Magnetic Resonance Part B-magnetic Resonance Engineering,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
7984_2015_hybrid,7984,European Journal of Obstetrics & Gynecology and Reproductive Biology,Elsevier,2015,hybrid,NATURAL SCIENCES,0.5,2500,1250
9007_2017_hybrid,9007,Geoarchaeology-an International Journal,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
3768_2018_hybrid,3768,BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,Wiley,2018,hybrid,SOCIAL SCIENCES,0.5,2500,1250
4781_2016_hybrid,4781,Chirality,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,2500,1250
21329_2016_hybrid,21329,Reliability Engineering & System Safety,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
20750_2016_hybrid,20750,Progress in Organic Coatings,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
21329_2016_hybrid,21329,Reliability Engineering & System Safety,Elsevier,2016,hybrid,SOCIAL SCIENCES,0.5,2500,1250
24083_2015_hybrid,24083,Systematic and Applied Microbiology,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
11172_2018_hybrid,11172,International Biodeterioration & Biodegradation,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
15287_2016_hybrid,15287,Journal of Sensory Studies,Wiley,2016,hybrid,AGRICULTURAL SCIENCES,0.5,2500,1250
17451_2016_hybrid,17451,Microwave and Optical Technology Letters,Wiley,2016,hybrid,NATURAL SCIENCES,0.5,2500,1250
3768_2018_hybrid,3768,BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,Wiley,2018,hybrid,NATURAL SCIENCES,0.5,2500,1250
9347_2015_hybrid,9347,Growth Hormone & IGF Research,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,2500,1250
2097_2018_hybrid,2097,Applied Ocean Research,Elsevier,2018,hybrid,NATURAL SCIENCES,0.5,2500,1250
4781_2017_hybrid,4781,Chirality,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,2500,1250
7984_2015_hybrid,7984,European Journal of Obstetrics & Gynecology and Reproductive Biology,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,2500,1250
8034_2017_hybrid,8034,European Journal of Soil Biology,Elsevier,2017,hybrid,AGRICULTURAL SCIENCES,0.5,2500,1250
8440_2017_hybrid,8440,Finite Elements in Analysis and Design,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
18231_2018_hybrid,18231,Networks,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
25357_2018_hybrid,25357,Weed Biology and Management,Wiley,2018,hybrid,NATURAL SCIENCES,0.5,2500,1250
19709_2017_hybrid,19709,Photogrammetric Record,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
22613_2015_hybrid,22613,Seminars in Diagnostic Pathology,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
2097_2016_hybrid,2097,Applied Ocean Research,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
3768_2017_hybrid,3768,BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,Wiley,2017,hybrid,SOCIAL SCIENCES,0.5,2500,1250
5580_2018_hybrid,5580,Concepts in Magnetic Resonance Part A,Wiley,2018,hybrid,NATURAL SCIENCES,0.5,2500,1250
7972_2017_hybrid,7972,European Journal of Mechanics B-fluids,Elsevier,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
20750_2016_hybrid,20750,Progress in Organic Coatings,Elsevier,2016,hybrid,NATURAL SCIENCES,0.5,2500,1250
22613_2015_hybrid,22613,Seminars in Diagnostic Pathology,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,2500,1250
25357_2017_hybrid,25357,Weed Biology and Management,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,0.5,2500,1250
24083_2015_hybrid,24083,Systematic and Applied Microbiology,Elsevier,2015,hybrid,NATURAL SCIENCES,0.5,2500,1250
25357_2017_hybrid,25357,Weed Biology and Management,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
1009_2017_hybrid,1009,Agribusiness,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,0.5,2500,1250
2097_2015_hybrid,2097,Applied Ocean Research,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
2796_2017_hybrid,2796,Australian Journal of Agricultural and Resource Economics,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,0.5,2500,1250
2796_2017_hybrid,2796,Australian Journal of Agricultural and Resource Economics,Wiley,2017,hybrid,SOCIAL SCIENCES,0.5,2500,1250
4513_2018_hybrid,4513,Cereal Chemistry,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,0.5,2500,1250
3768_2017_hybrid,3768,BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
4008_2017_hybrid,4008,BUSINESS ETHICS-A EUROPEAN REVIEW,Wiley,2017,hybrid,HUMANITIES,0.5,2500,1250
8034_2017_hybrid,8034,European Journal of Soil Biology,Elsevier,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
8034_2018_hybrid,8034,European Journal of Soil Biology,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,0.5,2500,1250
8440_2015_hybrid,8440,Finite Elements in Analysis and Design,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
23303_2016_hybrid,23303,Spatial Statistics,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
11960_2015_hybrid,11960,International Journal of Mineral Processing,Elsevier,2015,hybrid,NATURAL SCIENCES,0.333333333,2500,833.3333333
1616_2016_hybrid,1616,Animal Reproduction Science,Elsevier,2016,hybrid,NATURAL SCIENCES,0.333333333,2500,833.3333333
20267_2015_hybrid,20267,Probabilistic Engineering Mechanics,Elsevier,2015,hybrid,NATURAL SCIENCES,0.333333333,2500,833.3333333
23535_2017_hybrid,23535,Stress and Health,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,2500,833.3333333
14211_2018_hybrid,14211,Journal of Historical Sociology,Wiley,2018,hybrid,HUMANITIES,0.333333333,2500,833.3333333
2458_2017_hybrid,2458,Artificial Intelligence in Medicine,Elsevier,2017,hybrid,NATURAL SCIENCES,0.333333333,2500,833.3333333
14211_2017_hybrid,14211,Journal of Historical Sociology,Wiley,2017,hybrid,HUMANITIES,0.333333333,2500,833.3333333
15052_2017_hybrid,15052,Journal of Plant Nutrition and Soil Science,Wiley,2017,hybrid,NATURAL SCIENCES,0.333333333,2500,833.3333333
1616_2017_hybrid,1616,Animal Reproduction Science,Elsevier,2017,hybrid,NATURAL SCIENCES,0.333333333,2500,833.3333333
8620_2015_hybrid,8620,Forest Policy and Economics,Elsevier,2015,hybrid,AGRICULTURAL SCIENCES,0.333333333,2500,833.3333333
9224_2017_hybrid,9224,GLOBAL CHANGE BIOLOGY BIOENERGY,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,0.333333333,2500,833.3333333
23535_2016_hybrid,23535,Stress and Health,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,2500,833.3333333
25077_2015_hybrid,25077,Utilities Policy,Elsevier,2015,hybrid,SOCIAL SCIENCES,0.333333333,2500,833.3333333
12097_2017_hybrid,12097,International Journal of Robust and Nonlinear Control,Wiley,2017,hybrid,NATURAL SCIENCES,0.333333333,2500,833.3333333
25463_2016_hybrid,25463,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,Wiley,2016,hybrid,NATURAL SCIENCES,0.333333333,2500,833.3333333
695_2016_hybrid,695,Advances in Engineering Software,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,2500,833.3333333
1009_2017_hybrid,1009,Agribusiness,Wiley,2017,hybrid,SOCIAL SCIENCES,0.333333333,2500,833.3333333
25077_2015_hybrid,25077,Utilities Policy,Elsevier,2015,hybrid,NATURAL SCIENCES,0.333333333,2500,833.3333333
25077_2015_hybrid,25077,Utilities Policy,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,2500,833.3333333
1616_2018_hybrid,1616,Animal Reproduction Science,Elsevier,2018,hybrid,NATURAL SCIENCES,0.333333333,2500,833.3333333
2044_2015_hybrid,2044,Applied Clay Science,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,2500,833.3333333
2458_2017_hybrid,2458,Artificial Intelligence in Medicine,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,2500,833.3333333
2458_2017_hybrid,2458,Artificial Intelligence in Medicine,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,2500,833.3333333
5580_2016_hybrid,5580,Concepts in Magnetic Resonance Part A,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.25,2500,625
14038_2018_hybrid,14038,Journal of Food Process Engineering,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,0.25,2500,625
5580_2018_hybrid,5580,Concepts in Magnetic Resonance Part A,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.25,2500,625
4513_2016_hybrid,4513,Cereal Chemistry,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.25,2500,625
5580_2016_hybrid,5580,Concepts in Magnetic Resonance Part A,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.25,2500,625
14038_2017_hybrid,14038,Journal of Food Process Engineering,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,0.25,2500,625
4513_2016_hybrid,4513,Cereal Chemistry,Wiley,2016,hybrid,AGRICULTURAL SCIENCES,0.25,2500,625
5580_2018_hybrid,5580,Concepts in Magnetic Resonance Part A,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.25,2500,625
23303_2017_hybrid,23303,Spatial Statistics,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.25,2500,625
4071_2017_hybrid,4071,Calphad-computer Coupling of Phase Diagrams and Thermochemistry,Elsevier,2017,hybrid,NATURAL SCIENCES,0.25,2500,625
1009_2017_hybrid,1009,Agribusiness,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.166666667,2500,416.6666667
3505_2018_gold,3505,BMC Medicine,Springer-Nature,2018,gold,MEDICAL AND HEALTH SCIENCES,228,2483,566124
8996_2017_gold,8996,Genome Biology,Springer-Nature,2017,gold,ENGINEERING AND TECHNOLOGY,99,2469,244431
8996_2017_gold,8996,Genome Biology,Springer-Nature,2017,gold,NATURAL SCIENCES,99,2469,244431
14885_2018_gold,14885,Journal of Oral Microbiology,Taylor & Francis,2018,gold,NATURAL SCIENCES,25,2455,61375
25079_2018_hybrid,25079,Vaccine,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,279,2450,683550
3412_2015_gold,3412,Biotechnology for Biofuels,Springer-Nature,2015,gold,ENGINEERING AND TECHNOLOGY,230,2450,563500
14906_2015_gold,14906,Journal of Orthopaedic Surgery and Research,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,181,2450,443450
11681_2015_gold,11681,International Journal of Behavioral Nutrition and Physical Activity,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,166,2450,406700
7974_2015_gold,7974,European Journal of Medical Research,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,81,2450,198450
17405_2015_gold,17405,Microbiome,Springer-Nature,2015,gold,NATURAL SCIENCES,72,2450,176400
16861_2018_hybrid,16861,Marine Policy,Elsevier,2018,hybrid,SOCIAL SCIENCES,68,2450,166600
4981_2015_gold,4981,Clinical Epigenetics,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,64.5,2450,158025
4981_2015_gold,4981,Clinical Epigenetics,Springer-Nature,2015,gold,NATURAL SCIENCES,64.5,2450,158025
7974_2018_gold,7974,European Journal of Medical Research,Springer-Nature,2018,gold,MEDICAL AND HEALTH SCIENCES,59,2450,144550
7622_2015_gold,7622,Epigenetics & Chromatin,Springer-Nature,2015,gold,NATURAL SCIENCES,57,2450,139650
9411_2015_gold,9411,Harm Reduction Journal,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,50,2450,122500
9873_2015_gold,9873,Human Resources for Health,Springer-Nature,2015,gold,SOCIAL SCIENCES,48,2450,117600
9873_2015_gold,9873,Human Resources for Health,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,48,2450,117600
1745_2015_gold,1745,Annals of General Psychiatry,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,47,2450,115150
4408_2015_gold,4408,Cell Communication and Signaling,Springer-Nature,2015,gold,NATURAL SCIENCES,45,2450,110250
22873_2015_gold,22873,Skeletal Muscle,Springer-Nature,2015,gold,NATURAL SCIENCES,44,2450,107800
8156_2015_gold,8156,EvoDevo,Springer-Nature,2015,gold,NATURAL SCIENCES,41,2450,100450
14767_2015_gold,14767,Journal of Neurodevelopmental Disorders,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,35,2450,85750
17682_2015_gold,17682,Molecular Autism,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,31.5,2450,77175
17682_2015_gold,17682,Molecular Autism,Springer-Nature,2015,gold,NATURAL SCIENCES,31.5,2450,77175
18327_2018_hybrid,18327,Neuropsychologia,Elsevier,2018,hybrid,SOCIAL SCIENCES,30,2450,73500
8156_2018_gold,8156,EvoDevo,Springer-Nature,2018,gold,NATURAL SCIENCES,24,2450,58800
9224_2016_hybrid,9224,GLOBAL CHANGE BIOLOGY BIOENERGY,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,18,2450,44100
9224_2016_gold,9224,GLOBAL CHANGE BIOLOGY BIOENERGY,Wiley,2016,gold,ENGINEERING AND TECHNOLOGY,16.66666667,2450,40833.33333
18327_2018_hybrid,18327,Neuropsychologia,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,15,2450,36750
3256_2015_gold,3256,Biological Procedures Online,Springer-Nature,2015,gold,NATURAL SCIENCES,14,2450,34300
18245_2015_gold,18245,Neural Development,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,12.5,2450,30625
18245_2015_gold,18245,Neural Development,Springer-Nature,2015,gold,NATURAL SCIENCES,12.5,2450,30625
9224_2016_hybrid,9224,GLOBAL CHANGE BIOLOGY BIOENERGY,Wiley,2016,hybrid,AGRICULTURAL SCIENCES,9,2450,22050
9224_2016_gold,9224,GLOBAL CHANGE BIOLOGY BIOENERGY,Wiley,2016,gold,AGRICULTURAL SCIENCES,8.333333333,2450,20416.66667
7309_2018_gold,7309,Emerging Microbes & Infections,Taylor & Francis,2018,gold,MEDICAL AND HEALTH SCIENCES,119.3333333,2443,291531.3333
7309_2018_gold,7309,Emerging Microbes & Infections,Taylor & Francis,2018,gold,NATURAL SCIENCES,59.66666667,2443,145765.6667
4259_2016_gold,4259,Cancer Medicine,Wiley,2016,gold,MEDICAL AND HEALTH SCIENCES,369,2430,896670
4259_2015_gold,4259,Cancer Medicine,Wiley,2015,gold,MEDICAL AND HEALTH SCIENCES,194,2430,471420
9475_2017_gold,9475,Health Expectations,Wiley,2017,gold,MEDICAL AND HEALTH SCIENCES,131,2430,318330
9475_2018_gold,9475,Health Expectations,Wiley,2018,gold,MEDICAL AND HEALTH SCIENCES,120,2430,291600
18675_2018_gold,18675,npj Climate and Atmospheric Science,Springer-Nature,2018,gold,NATURAL SCIENCES,52,2430,126360
18681_2018_gold,18681,npj Primary Care Respiratory Medicine,Springer-Nature,2018,gold,MEDICAL AND HEALTH SCIENCES,43,2430,104490
18686_2018_gold,18686,npj Systems Biology and Applications,Springer-Nature,2018,gold,NATURAL SCIENCES,39,2430,94770
18673_2018_gold,18673,npj Breast Cancer,Springer-Nature,2018,gold,MEDICAL AND HEALTH SCIENCES,37,2430,89910
18679_2018_gold,18679,NPJ PARKINSONS DISEASE,Springer-Nature,2018,gold,MEDICAL AND HEALTH SCIENCES,34,2430,82620
18680_2018_gold,18680,npj Precision Oncology,Springer-Nature,2018,gold,MEDICAL AND HEALTH SCIENCES,26,2430,63180
18671_2018_gold,18671,npj 2D Materials and Applications,Springer-Nature,2018,gold,ENGINEERING AND TECHNOLOGY,22.66666667,2430,55080
18674_2018_gold,18674,npj Clean Water,Springer-Nature,2018,gold,NATURAL SCIENCES,15.33333333,2430,37260
18671_2018_gold,18671,npj 2D Materials and Applications,Springer-Nature,2018,gold,NATURAL SCIENCES,11.33333333,2430,27540
18674_2018_gold,18674,npj Clean Water,Springer-Nature,2018,gold,ENGINEERING AND TECHNOLOGY,7.666666667,2430,18630
9475_2017_hybrid,9475,Health Expectations,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,5,2430,12150
9475_2016_gold,9475,Health Expectations,Wiley,2016,gold,MEDICAL AND HEALTH SCIENCES,1,2430,2430
9370_2015_gold,9370,Gut Pathogens,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,16,2410,38560
9370_2015_gold,9370,Gut Pathogens,Springer-Nature,2015,gold,NATURAL SCIENCES,16,2410,38560
7135_2018_gold,7135,EFSA Journal,Wiley,2018,gold,ENGINEERING AND TECHNOLOGY,207.5,2400,498000
7135_2018_gold,7135,EFSA Journal,Wiley,2018,gold,AGRICULTURAL SCIENCES,207.5,2400,498000
7135_2017_gold,7135,EFSA Journal,Wiley,2017,gold,AGRICULTURAL SCIENCES,200.5,2400,481200
7135_2017_gold,7135,EFSA Journal,Wiley,2017,gold,ENGINEERING AND TECHNOLOGY,200.5,2400,481200
17728_2018_gold,17728,Molecular Metabolism,Elsevier,2018,gold,MEDICAL AND HEALTH SCIENCES,167,2400,400800
15654_2017_gold,15654,Journal of the International AIDS Society,Wiley,2017,gold,MEDICAL AND HEALTH SCIENCES,153,2400,367200
8167_2018_gold,8167,Evolutionary Applications,Wiley,2018,gold,NATURAL SCIENCES,148,2400,355200
15654_2018_gold,15654,Journal of the International AIDS Society,Wiley,2018,gold,MEDICAL AND HEALTH SCIENCES,137,2400,328800
17403_2017_gold,17403,MicrobiologyOpen,Wiley,2017,gold,NATURAL SCIENCES,122,2400,292800
17403_2018_gold,17403,MicrobiologyOpen,Wiley,2018,gold,NATURAL SCIENCES,90,2400,216000
8167_2017_gold,8167,Evolutionary Applications,Wiley,2017,gold,NATURAL SCIENCES,89,2400,213600
18706_2018_hybrid,18706,Nuclear Instruments & Methods in Physics Research Section A-accelerators Spectrometers Detectors and Associated Equipment,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,88,2400,211200
18706_2018_hybrid,18706,Nuclear Instruments & Methods in Physics Research Section A-accelerators Spectrometers Detectors and Associated Equipment,Elsevier,2018,hybrid,NATURAL SCIENCES,88,2400,211200
18338_2018_hybrid,18338,Neuroscience,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,52,2400,124800
18338_2017_hybrid,18338,Neuroscience,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,35,2400,84000
18338_2016_hybrid,18338,Neuroscience,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,34,2400,81600
6653_2015_hybrid,6653,Digital Investigation,Elsevier,2015,hybrid,NATURAL SCIENCES,30,2400,72000
6653_2016_hybrid,6653,Digital Investigation,Elsevier,2016,hybrid,NATURAL SCIENCES,29,2400,69600
25570_2018_hybrid,25570,World Development,Elsevier,2018,hybrid,SOCIAL SCIENCES,29,2400,69600
9507_2018_hybrid,9507,Hearing Research,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,26,2400,62400
6653_2017_hybrid,6653,Digital Investigation,Elsevier,2017,hybrid,NATURAL SCIENCES,23,2400,55200
21525_2018_hybrid,21525,Research Policy,Elsevier,2018,hybrid,SOCIAL SCIENCES,22,2400,52800
9453_2018_hybrid,9453,Health & Place,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,22,2400,52800
17337_2017_hybrid,17337,Meteoritics & Planetary Science,Wiley,2017,hybrid,NATURAL SCIENCES,19,2400,45600
3190_2016_hybrid,3190,Biochimie,Elsevier,2016,hybrid,NATURAL SCIENCES,19,2400,45600
5511_2018_hybrid,5511,Computer Physics Communications,Elsevier,2018,hybrid,NATURAL SCIENCES,19,2400,45600
8552_2018_gold,8552,Food and Energy Security,Wiley,2018,gold,AGRICULTURAL SCIENCES,14.25,2400,34200
4961_2017_hybrid,4961,Clinical Biochemistry,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,14,2400,33600
8552_2016_gold,8552,Food and Energy Security,Wiley,2016,gold,AGRICULTURAL SCIENCES,13.5,2400,32400
14684_2018_hybrid,14684,Journal of Molecular and Cellular Cardiology,Elsevier,2018,hybrid,NATURAL SCIENCES,13,2400,31200
14684_2018_hybrid,14684,Journal of Molecular and Cellular Cardiology,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,13,2400,31200
3190_2017_hybrid,3190,Biochimie,Elsevier,2017,hybrid,NATURAL SCIENCES,13,2400,31200
18268_2018_hybrid,18268,Neurocomputing,Elsevier,2018,hybrid,NATURAL SCIENCES,13,2400,31200
17337_2018_hybrid,17337,Meteoritics & Planetary Science,Wiley,2018,hybrid,NATURAL SCIENCES,12,2400,28800
1594_2017_hybrid,1594,Animal Behaviour,Elsevier,2017,hybrid,SOCIAL SCIENCES,12,2400,28800
1594_2017_hybrid,1594,Animal Behaviour,Elsevier,2017,hybrid,NATURAL SCIENCES,12,2400,28800
2027_2018_hybrid,2027,Applied Acoustics,Elsevier,2018,hybrid,NATURAL SCIENCES,12,2400,28800
1594_2016_hybrid,1594,Animal Behaviour,Elsevier,2016,hybrid,NATURAL SCIENCES,10.5,2400,25200
8552_2017_gold,8552,Food and Energy Security,Wiley,2017,gold,AGRICULTURAL SCIENCES,10.5,2400,25200
1594_2016_hybrid,1594,Animal Behaviour,Elsevier,2016,hybrid,SOCIAL SCIENCES,10.5,2400,25200
