sourceid-year-oa,source_id,journal_name,parent_publisher,pub_year,oa_status,oecd_major,n_dois,apc_lower,apc_total
15140_2015_hybrid,15140,Journal of Psycholinguistic Research,Springer-Nature,2015,hybrid,HUMANITIES,0.5,3000,1500
15140_2015_hybrid,15140,Journal of Psycholinguistic Research,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,0.5,3000,1500
15304_2018_hybrid,15304,Journal of Simulation,Taylor & Francis,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
15752_2017_hybrid,15752,Journal of the Society for Information Display,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,3000,1500
16359_2015_hybrid,16359,Law and Philosophy,Springer-Nature,2015,hybrid,HUMANITIES,0.5,3000,1500
16359_2015_hybrid,16359,Law and Philosophy,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,0.5,3000,1500
16543_2016_hybrid,16543,Lighting Research & Technology,Sage,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
17124_2015_hybrid,17124,Medical & Biological Engineering & Computing,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
19499_2015_hybrid,19499,Personality and Mental Health,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
19885_2018_hybrid,19885,Plant Biotechnology Reports,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
19898_2015_hybrid,19898,Plant Foods for Human Nutrition,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
20069_2018_hybrid,20069,Politics Philosophy & Economics,Sage,2018,hybrid,HUMANITIES,0.5,3000,1500
20089_2018_hybrid,20089,Polymer Engineering and Science,Wiley,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
20273_2015_hybrid,20273,Probiotics and Antimicrobial Proteins,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
21618_2017_hybrid,21618,Review of Religious Research,Springer-Nature,2017,hybrid,HUMANITIES,0.5,3000,1500
24219_2017_hybrid,24219,Television & New Media,Sage,2017,hybrid,HUMANITIES,0.5,3000,1500
24219_2017_hybrid,24219,Television & New Media,Sage,2017,hybrid,SOCIAL SCIENCES,0.5,3000,1500
25495_2016_hybrid,25495,Womens Health Issues,Elsevier,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
25900_2018_hybrid,25900,Zygon,Wiley,2018,hybrid,HUMANITIES,0.5,3000,1500
11756_2016_hybrid,11756,International Journal of Cosmetic Science,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
11756_2016_hybrid,11756,International Journal of Cosmetic Science,Wiley,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
13224_2017_hybrid,13224,Journal of Artificial Organs,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
13600_2015_hybrid,13600,Journal of Computational Electronics,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
15082_2016_hybrid,15082,Journal of Polymers and the Environment,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
15313_2015_hybrid,15313,Journal of Social Archaeology,Sage,2015,hybrid,SOCIAL SCIENCES,0.5,3000,1500
16359_2016_hybrid,16359,Law and Philosophy,Springer-Nature,2016,hybrid,HUMANITIES,0.5,3000,1500
12024_2018_hybrid,12024,International Journal of Osteoarchaeology,Wiley,2018,hybrid,HUMANITIES,0.5,3000,1500
13211_2016_hybrid,13211,Journal of Archaeological Research,Springer-Nature,2016,hybrid,HUMANITIES,0.5,3000,1500
13753_2016_hybrid,13753,Journal of Dynamical and Control Systems,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
13844_2016_hybrid,13844,Journal of Empirical Research on Human Research Ethics,Sage,2016,hybrid,HUMANITIES,0.5,3000,1500
13892_2018_hybrid,13892,Journal of Environmental Health Science and Engineering,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
14450_2018_hybrid,14450,Journal of Learning Disabilities,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
14757_2016_hybrid,14757,Journal of Network and Systems Management,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
15645_2017_hybrid,15645,Journal of the Institute of Brewing,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
16966_2018_hybrid,16966,Materials Today Physics,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
17681_2016_hybrid,17681,Molecular Aspects of Medicine,Elsevier,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
253_2015_hybrid,253,Acta ethologica,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,0.5,3000,1500
1692_2018_hybrid,1692,Annales Medico-Psychologiques,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
2081_2018_hybrid,2081,Applied Mathematics and Mechanics-english Edition,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
2240_2017_hybrid,2240,Archive for History of Exact Sciences,Springer-Nature,2017,hybrid,HUMANITIES,0.5,3000,1500
4781_2018_hybrid,4781,Chirality,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
5907_2018_hybrid,5907,Criminal Justice and Behavior,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
6181_2017_hybrid,6181,Current Opinion in Food Science,Elsevier,2017,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
8078_2016_hybrid,8078,European Physical Journal H,Springer-Nature,2016,hybrid,HUMANITIES,0.5,3000,1500
8319_2018_hybrid,8319,Family Process,Wiley,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
8548_2016_hybrid,8548,Food and Bioproducts Processing,Elsevier,2016,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
8572_2018_hybrid,8572,Food Packaging and Shelf Life,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
9862_2015_hybrid,9862,Human Psychopharmacology-clinical and Experimental,Wiley,2015,hybrid,SOCIAL SCIENCES,0.5,3000,1500
9879_2015_hybrid,9879,Human Studies,Springer-Nature,2015,hybrid,HUMANITIES,0.5,3000,1500
9879_2015_hybrid,9879,Human Studies,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,0.5,3000,1500
11668_2018_hybrid,11668,International Journal of Art & Design Education,Wiley,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
13980_2016_hybrid,13980,Journal of Family History,Sage,2016,hybrid,HUMANITIES,0.5,3000,1500
13988_2016_hybrid,13988,Journal of Family Therapy,Wiley,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
14757_2016_hybrid,14757,Journal of Network and Systems Management,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
15044_2017_hybrid,15044,Journal of Planning Literature,Sage,2017,hybrid,SOCIAL SCIENCES,0.5,3000,1500
15645_2017_hybrid,15645,Journal of the Institute of Brewing,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
15920_2015_hybrid,15920,Journal of Visualization,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
16359_2016_hybrid,16359,Law and Philosophy,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
17124_2015_hybrid,17124,Medical & Biological Engineering & Computing,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
17251_2018_hybrid,17251,Memetic Computing,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
17269_2018_hybrid,17269,Memory Studies,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
3218_2016_hybrid,3218,BioFactors,Wiley,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
3407_2017_hybrid,3407,Biotechnology and Applied Biochemistry,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,3000,1500
3768_2016_hybrid,3768,BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,Wiley,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
4442_2018_hybrid,4442,Cellular and Molecular Bioengineering,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
7539_2016_hybrid,7539,Environmental Geochemistry and Health,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
8565_2016_hybrid,8565,Food Engineering Reviews,Springer-Nature,2016,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
8576_2017_hybrid,8576,Food Quality and Preference,Elsevier,2017,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
9727_2015_hybrid,9727,History of Psychiatry,Sage,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
10769_2017_hybrid,10769,Indian Historical Review,Sage,2017,hybrid,SOCIAL SCIENCES,0.5,3000,1500
11079_2016_hybrid,11079,Integrative Psychological and Behavioral Science,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
12632_2015_hybrid,12632,Irrigation Science,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
14351_2015_hybrid,14351,Journal of Intelligent Manufacturing,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
14533_2016_hybrid,14533,Journal of Marital and Family Therapy,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
15044_2018_hybrid,15044,Journal of Planning Literature,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
15082_2016_hybrid,15082,Journal of Polymers and the Environment,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
15083_2017_hybrid,15083,Journal of Popular Culture,Wiley,2017,hybrid,HUMANITIES,0.5,3000,1500
15313_2015_hybrid,15313,Journal of Social Archaeology,Sage,2015,hybrid,HUMANITIES,0.5,3000,1500
15313_2018_hybrid,15313,Journal of Social Archaeology,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
17269_2018_hybrid,17269,Memory Studies,Sage,2018,hybrid,HUMANITIES,0.5,3000,1500
1225_2017_hybrid,1225,American Behavioral Scientist,Sage,2017,hybrid,SOCIAL SCIENCES,0.5,3000,1500
3768_2016_hybrid,3768,BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,Wiley,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
7539_2017_hybrid,7539,Environmental Geochemistry and Health,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
8558_2017_hybrid,8558,Food Bioscience,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
8576_2017_hybrid,8576,Food Quality and Preference,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
13536_2015_hybrid,13536,Journal of Co2 Utilization,Elsevier,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
14351_2016_hybrid,14351,Journal of Intelligent Manufacturing,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
15083_2017_hybrid,15083,Journal of Popular Culture,Wiley,2017,hybrid,SOCIAL SCIENCES,0.5,3000,1500
15507_2018_hybrid,15507,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,Wiley,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
16543_2016_hybrid,16543,Lighting Research & Technology,Sage,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
16843_2018_hybrid,16843,Marine Biotechnology,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
16966_2017_hybrid,16966,Materials Today Physics,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
17681_2016_hybrid,17681,Molecular Aspects of Medicine,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
17943_2016_hybrid,17943,Mycotoxin Research,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
18767_2018_hybrid,18767,Nursing Ethics,Sage,2018,hybrid,HUMANITIES,0.5,3000,1500
11831_2015_hybrid,11831,International Journal of Game Theory,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
13844_2016_hybrid,13844,Journal of Empirical Research on Human Research Ethics,Sage,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
13980_2018_hybrid,13980,Journal of Family History,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
13988_2017_hybrid,13988,Journal of Family Therapy,Wiley,2017,hybrid,SOCIAL SCIENCES,0.5,3000,1500
14351_2015_hybrid,14351,Journal of Intelligent Manufacturing,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
15260_2018_hybrid,15260,Journal of Scheduling,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
15304_2018_hybrid,15304,Journal of Simulation,Taylor & Francis,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
15678_2015_hybrid,15678,Journal of the Korean Society for Applied Biological Chemistry,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
15920_2015_hybrid,15920,Journal of Visualization,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
15958_2016_hybrid,15958,Journal of World Prehistory,Springer-Nature,2016,hybrid,HUMANITIES,0.5,3000,1500
15958_2016_hybrid,15958,Journal of World Prehistory,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
18232_2016_hybrid,18232,NETWORKS & SPATIAL ECONOMICS,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
9727_2018_hybrid,9727,History of Psychiatry,Sage,2018,hybrid,HUMANITIES,0.5,3000,1500
10769_2017_hybrid,10769,Indian Historical Review,Sage,2017,hybrid,HUMANITIES,0.5,3000,1500
11547_2016_hybrid,11547,International Dairy Journal,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
12632_2015_hybrid,12632,Irrigation Science,Springer-Nature,2015,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
13224_2018_hybrid,13224,Journal of Artificial Organs,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
13423_2015_hybrid,13423,Journal of Cereal Science,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
13753_2015_hybrid,13753,Journal of Dynamical and Control Systems,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
13892_2018_hybrid,13892,Journal of Environmental Health Science and Engineering,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
13980_2018_hybrid,13980,Journal of Family History,Sage,2018,hybrid,HUMANITIES,0.5,3000,1500
14757_2018_hybrid,14757,Journal of Network and Systems Management,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
15752_2017_hybrid,15752,Journal of the Society for Information Display,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
16474_2016_hybrid,16474,Letters in Applied Microbiology,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
16966_2018_hybrid,16966,Materials Today Physics,Elsevier,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
17943_2016_hybrid,17943,Mycotoxin Research,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
18082_2016_hybrid,18082,Natural Resources Forum,Wiley,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
18767_2016_hybrid,18767,Nursing Ethics,Sage,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
19445_2018_hybrid,19445,Peer-to-Peer Networking and Applications,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
19499_2015_hybrid,19499,Personality and Mental Health,Wiley,2015,hybrid,SOCIAL SCIENCES,0.5,3000,1500
19885_2016_hybrid,19885,Plant Biotechnology Reports,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
21618_2018_hybrid,21618,Review of Religious Research,Springer-Nature,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
24343_2015_hybrid,24343,Theoretical and Computational Fluid Dynamics,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
25290_2017_hybrid,25290,War in History,Sage,2017,hybrid,HUMANITIES,0.5,3000,1500
25357_2015_hybrid,25357,Weed Biology and Management,Wiley,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
25495_2016_hybrid,25495,Womens Health Issues,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
1225_2017_hybrid,1225,American Behavioral Scientist,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
2081_2018_hybrid,2081,Applied Mathematics and Mechanics-english Edition,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
2240_2017_hybrid,2240,Archive for History of Exact Sciences,Springer-Nature,2017,hybrid,NATURAL SCIENCES,0.5,3000,1500
2815_2018_hybrid,2815,Australian Journal of Grape and Wine Research,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
2886_2015_hybrid,2886,Autonomous Robots,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
3218_2016_hybrid,3218,BioFactors,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
4400_2015_hybrid,4400,Cell Biology and Toxicology,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
4442_2018_hybrid,4442,Cellular and Molecular Bioengineering,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
5471_2015_hybrid,5471,Computational Optimization and Applications,Springer-Nature,2015,hybrid,SOCIAL SCIENCES,0.5,3000,1500
6181_2017_hybrid,6181,Current Opinion in Food Science,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
6350_2016_hybrid,6350,Dao-a Journal of Comparative Philosophy,Springer-Nature,2016,hybrid,HUMANITIES,0.5,3000,1500
6448_2015_hybrid,6448,Design Automation for Embedded Systems,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
7970_2017_hybrid,7970,European Journal of Mass Spectrometry,Sage,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
8078_2018_hybrid,8078,European Physical Journal H,Springer-Nature,2018,hybrid,HUMANITIES,0.5,3000,1500
8557_2016_hybrid,8557,Food Biophysics,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
253_2015_hybrid,253,Acta ethologica,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
6229_2017_hybrid,6229,Current Pollution Reports,Springer-Nature,2017,hybrid,NATURAL SCIENCES,0.5,3000,1500
6448_2015_hybrid,6448,Design Automation for Embedded Systems,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
7883_2018_hybrid,7883,European History Quarterly,Sage,2018,hybrid,HUMANITIES,0.5,3000,1500
8391_2018_hybrid,8391,Fibers and Polymers,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
19445_2015_hybrid,19445,Peer-to-Peer Networking and Applications,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
19885_2017_hybrid,19885,Plant Biotechnology Reports,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
20273_2017_hybrid,20273,Probiotics and Antimicrobial Proteins,Springer-Nature,2017,hybrid,NATURAL SCIENCES,0.5,3000,1500
22762_2018_hybrid,22762,SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
24003_2018_hybrid,24003,Sustainable Production and Consumption,Elsevier,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
25254_2017_hybrid,25254,VLDB Journal,Springer-Nature,2017,hybrid,NATURAL SCIENCES,0.5,3000,1500
25290_2018_hybrid,25290,War in History,Sage,2018,hybrid,HUMANITIES,0.5,3000,1500
18918_2017_hybrid,18918,Omega-journal of Death and Dying,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
18918_2017_hybrid,18918,Omega-journal of Death and Dying,Sage,2017,hybrid,SOCIAL SCIENCES,0.5,3000,1500
19885_2015_hybrid,19885,Plant Biotechnology Reports,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
20273_2015_hybrid,20273,Probiotics and Antimicrobial Proteins,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
20658_2016_hybrid,20658,Production and Operations Management,Wiley,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
24458_2018_hybrid,24458,Tissue & Cell,Elsevier,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
24944_2016_hybrid,24944,Universal Access in the Information Society,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
25168_2017_hybrid,25168,Veterinary Pathology,Sage,2017,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
25168_2017_hybrid,25168,Veterinary Pathology,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
18232_2016_hybrid,18232,NETWORKS & SPATIAL ECONOMICS,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
18918_2018_hybrid,18918,Omega-journal of Death and Dying,Sage,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
19885_2015_hybrid,19885,Plant Biotechnology Reports,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
19885_2018_hybrid,19885,Plant Biotechnology Reports,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
20087_2017_hybrid,20087,Polymer Composites,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,3000,1500
21618_2018_hybrid,21618,Review of Religious Research,Springer-Nature,2018,hybrid,HUMANITIES,0.5,3000,1500
22842_2015_hybrid,22842,Silicon,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
24219_2018_hybrid,24219,Television & New Media,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
24944_2016_hybrid,24944,Universal Access in the Information Society,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
25290_2018_hybrid,25290,War in History,Sage,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
9727_2015_hybrid,9727,History of Psychiatry,Sage,2015,hybrid,HUMANITIES,0.5,3000,1500
11079_2016_hybrid,11079,Integrative Psychological and Behavioral Science,Springer-Nature,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
11646_2016_hybrid,11646,International Journal of Aging & Human Development,Sage,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
13753_2018_hybrid,13753,Journal of Dynamical and Control Systems,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
13844_2017_hybrid,13844,Journal of Empirical Research on Human Research Ethics,Sage,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
14351_2017_hybrid,14351,Journal of Intelligent Manufacturing,Springer-Nature,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
17917_2018_hybrid,17917,Muslim World,Wiley,2018,hybrid,HUMANITIES,0.5,3000,1500
17917_2018_hybrid,17917,Muslim World,Wiley,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
18082_2018_hybrid,18082,Natural Resources Forum,Wiley,2018,hybrid,SOCIAL SCIENCES,0.5,3000,1500
3407_2017_hybrid,3407,Biotechnology and Applied Biochemistry,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
3407_2018_hybrid,3407,Biotechnology and Applied Biochemistry,Wiley,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
4248_2018_hybrid,4248,Cancer Genetics,Elsevier,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
4650_2016_hybrid,4650,Chemosensory Perception,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
5906_2017_hybrid,5906,Criminal Behaviour and Mental Health,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
5907_2016_hybrid,5907,Criminal Justice and Behavior,Sage,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
8319_2018_hybrid,8319,Family Process,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
8391_2018_hybrid,8391,Fibers and Polymers,Springer-Nature,2018,hybrid,NATURAL SCIENCES,0.5,3000,1500
8557_2016_hybrid,8557,Food Biophysics,Springer-Nature,2016,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
49_2017_hybrid,49,Academic Psychiatry,Springer-Nature,2017,hybrid,SOCIAL SCIENCES,0.5,3000,1500
453_2017_hybrid,453,Acta Zoologica,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
2885_2015_hybrid,2885,Autonomous Agents and Multi-Agent Systems,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
4305_2016_hybrid,4305,Cardiovascular Engineering and Technology,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
6181_2018_hybrid,6181,Current Opinion in Food Science,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,0.5,3000,1500
6229_2016_hybrid,6229,Current Pollution Reports,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
6229_2016_hybrid,6229,Current Pollution Reports,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
7447_2016_hybrid,7447,Engineering with Computers,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
8565_2016_hybrid,8565,Food Engineering Reviews,Springer-Nature,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
8572_2018_hybrid,8572,Food Packaging and Shelf Life,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
20948_2016_hybrid,20948,Psychosomatics,Elsevier,2016,hybrid,SOCIAL SCIENCES,0.5,3000,1500
25254_2018_hybrid,25254,VLDB Journal,Springer-Nature,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
19885_2016_hybrid,19885,Plant Biotechnology Reports,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
20948_2015_hybrid,20948,Psychosomatics,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
49_2017_hybrid,49,Academic Psychiatry,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
2886_2015_hybrid,2886,Autonomous Robots,Springer-Nature,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3000,1500
2886_2016_hybrid,2886,Autonomous Robots,Springer-Nature,2016,hybrid,NATURAL SCIENCES,0.5,3000,1500
3218_2015_hybrid,3218,BioFactors,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,3000,1500
5471_2015_hybrid,5471,Computational Optimization and Applications,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.5,3000,1500
